"institution_id","institution_name","acronym","state_branch","institution_type","parent_institution_id","territorial_level","region_code","region_name","commune_code","commune_name","policy_area_primary","legal_status","source_id","verification_status","last_verified","notes"
"CL-MUN-09119","Municipalidad de Vilcún","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09119","Vilcún","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09120","Municipalidad de Villarrica","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09120","Villarrica","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09121","Municipalidad de Cholchol","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09121","Cholchol","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09201","Municipalidad de Angol","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09201","Angol","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09202","Municipalidad de Collipulli","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09202","Collipulli","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09203","Municipalidad de Curacautín","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09203","Curacautín","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09204","Municipalidad de Ercilla","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09204","Ercilla","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09205","Municipalidad de Lonquimay","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09205","Lonquimay","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09206","Municipalidad de Los Sauces","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09206","Los Sauces","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09207","Municipalidad de Lumaco","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09207","Lumaco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09208","Municipalidad de Purén","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09208","Purén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09209","Municipalidad de Renaico","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09209","Renaico","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09210","Municipalidad de Traiguén","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09210","Traiguén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-09211","Municipalidad de Victoria","","Administración territorial","Municipalidad","","Comunal","09","Región de La Araucanía","09211","Victoria","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10101","Municipalidad de Puerto Montt","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10101","Puerto Montt","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10102","Municipalidad de Calbuco","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10102","Calbuco","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10103","Municipalidad de Cochamó","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10103","Cochamó","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10104","Municipalidad de Fresia","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10104","Fresia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10105","Municipalidad de Frutillar","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10105","Frutillar","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10106","Municipalidad de Los Muermos","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10106","Los Muermos","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10107","Municipalidad de Llanquihue","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10107","Llanquihue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10108","Municipalidad de Maullín","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10108","Maullín","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10109","Municipalidad de Puerto Varas","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10109","Puerto Varas","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10201","Municipalidad de Castro","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10201","Castro","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10202","Municipalidad de Ancud","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10202","Ancud","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10203","Municipalidad de Chonchi","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10203","Chonchi","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10204","Municipalidad de Curaco de Vélez","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10204","Curaco de Vélez","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10205","Municipalidad de Dalcahue","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10205","Dalcahue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10206","Municipalidad de Puqueldón","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10206","Puqueldón","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10207","Municipalidad de Queilén","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10207","Queilén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10208","Municipalidad de Quellón","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10208","Quellón","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10209","Municipalidad de Quemchi","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10209","Quemchi","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10210","Municipalidad de Quinchao","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10210","Quinchao","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10301","Municipalidad de Osorno","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10301","Osorno","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10302","Municipalidad de Puerto Octay","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10302","Puerto Octay","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10303","Municipalidad de Purranque","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10303","Purranque","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10304","Municipalidad de Puyehue","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10304","Puyehue","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10305","Municipalidad de Río Negro","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10305","Río Negro","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10306","Municipalidad de San Juan de la Costa","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10306","San Juan de la Costa","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10307","Municipalidad de San Pablo","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10307","San Pablo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10401","Municipalidad de Chaitén","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10401","Chaitén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10402","Municipalidad de Futaleufú","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10402","Futaleufú","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10403","Municipalidad de Hualaihué","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10403","Hualaihué","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-10404","Municipalidad de Palena","","Administración territorial","Municipalidad","","Comunal","10","Región de Los Lagos","10404","Palena","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11101","Municipalidad de Coyhaique","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11101","Coyhaique","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11102","Municipalidad de Lago Verde","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11102","Lago Verde","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11201","Municipalidad de Aysén","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11201","Aysén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11202","Municipalidad de Cisnes","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11202","Cisnes","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11203","Municipalidad de Guaitecas","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11203","Guaitecas","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11301","Municipalidad de Cochrane","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11301","Cochrane","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11302","Municipalidad de O'Higgins","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11302","O'Higgins","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11303","Municipalidad de Tortel","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11303","Tortel","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11401","Municipalidad de Chile Chico","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11401","Chile Chico","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-11402","Municipalidad de Río Ibáñez","","Administración territorial","Municipalidad","","Comunal","11","Región de Aysén del General Carlos Ibáñez del Campo","11402","Río Ibáñez","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12101","Municipalidad de Punta Arenas","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12101","Punta Arenas","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12102","Municipalidad de Laguna Blanca","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12102","Laguna Blanca","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12103","Municipalidad de Río Verde","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12103","Río Verde","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12104","Municipalidad de San Gregorio","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12104","San Gregorio","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12201","Municipalidad de Cabo de Hornos","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12201","Cabo de Hornos","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12301","Municipalidad de Porvenir","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12301","Porvenir","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12302","Municipalidad de Primavera","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12302","Primavera","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12303","Municipalidad de Timaukel","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12303","Timaukel","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12401","Municipalidad de Natales","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12401","Natales","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-12402","Municipalidad de Torres del Paine","","Administración territorial","Municipalidad","","Comunal","12","Región de Magallanes y de la Antártica Chilena","12402","Torres del Paine","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13101","Municipalidad de Santiago","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13101","Santiago","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13102","Municipalidad de Cerrillos","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13102","Cerrillos","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13103","Municipalidad de Cerro Navia","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13103","Cerro Navia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13104","Municipalidad de Conchalí","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13104","Conchalí","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13105","Municipalidad de El Bosque","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13105","El Bosque","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13106","Municipalidad de Estación Central","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13106","Estación Central","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13107","Municipalidad de Huechuraba","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13107","Huechuraba","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13108","Municipalidad de Independencia","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13108","Independencia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13109","Municipalidad de La Cisterna","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13109","La Cisterna","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13110","Municipalidad de La Florida","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13110","La Florida","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13111","Municipalidad de La Granja","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13111","La Granja","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13112","Municipalidad de La Pintana","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13112","La Pintana","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13113","Municipalidad de La Reina","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13113","La Reina","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13114","Municipalidad de Las Condes","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13114","Las Condes","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13115","Municipalidad de Lo Barnechea","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13115","Lo Barnechea","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13116","Municipalidad de Lo Espejo","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13116","Lo Espejo","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13117","Municipalidad de Lo Prado","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13117","Lo Prado","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13118","Municipalidad de Macul","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13118","Macul","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13119","Municipalidad de Maipú","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13119","Maipú","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13120","Municipalidad de Ñuñoa","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13120","Ñuñoa","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13121","Municipalidad de Pedro Aguirre Cerda","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13121","Pedro Aguirre Cerda","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13122","Municipalidad de Peñalolén","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13122","Peñalolén","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
"CL-MUN-13123","Municipalidad de Providencia","","Administración territorial","Municipalidad","","Comunal","13","Región Metropolitana de Santiago","13123","Providencia","Gobierno local","Municipalidad autónoma","SRC-SUBDERE","territorial_catalogue_complete","2026-09-19","Antártica (12202) no tiene municipalidad propia; su agrupación es administrada por Cabo de Hornos."
